UpperName	miRGate.name	Accession	Name
HSA-MIR-628-5P	hsa-mir-628-5p	MIMAT0004809	hsa-miR-628-5p
HSA-MIR-2116-3P	hsa-mir-2116-3p	MIMAT0011161	hsa-miR-2116-3p
HSA-MIR-190A-3P	hsa-mir-190a-3p	MIMAT0026482	hsa-miR-190a-3p
HSA-MIR-629-5P	hsa-mir-629-5p	MIMAT0004810	hsa-miR-629-5p
HSA-MIR-9-5P	hsa-mir-9-5p	MIMAT0000441	hsa-miR-9-5p
HSA-MIR-9-3P	hsa-mir-9-3p	MIMAT0000442	hsa-miR-9-3p
HSA-MIR-193B-5P	hsa-mir-193b-5p	MIMAT0004767	hsa-miR-193b-5p
HSA-MIR-365A-3P	hsa-mir-365a-3p	MIMAT0000710	hsa-miR-365a-3p
HSA-MIR-6511A-5P	hsa-mir-6511a-5p	MIMAT0025478	hsa-miR-6511a-5p
HSA-MIR-6511A-5P	hsa-mir-6511a-5p	MIMAT0025478	hsa-miR-6511a-5p
HSA-MIR-6511A-5P	hsa-mir-6511a-5p	MIMAT0025478	hsa-miR-6511a-5p
HSA-MIR-328-3P	hsa-mir-328-3p	MIMAT0000752	hsa-miR-328-3p
HSA-MIR-328-5P	hsa-mir-328-5p	MIMAT0026486	hsa-miR-328-5p
HSA-MIR-1910-3P	hsa-mir-1910-3p	MIMAT0026917	hsa-miR-1910-3p
HSA-MIR-22-5P	hsa-mir-22-5p	MIMAT0004495	hsa-miR-22-5p
HSA-MIR-22-3P	hsa-mir-22-3p	MIMAT0000077	hsa-miR-22-3p
HSA-MIR-195-5P	hsa-mir-195-5p	MIMAT0000461	hsa-miR-195-5p
HSA-MIR-497-5P	hsa-mir-497-5p	MIMAT0002820	hsa-miR-497-5p
HSA-MIR-744-5P	hsa-mir-744-5p	MIMAT0004945	hsa-miR-744-5p
HSA-MIR-744-3P	hsa-mir-744-3p	MIMAT0004946	hsa-miR-744-3p
HSA-MIR-423-5P	hsa-mir-423-5p	MIMAT0004748	hsa-miR-423-5p
HSA-MIR-365B-3P	hsa-mir-365b-3p	MIMAT0022834	hsa-miR-365b-3p
HSA-MIR-5010-5P	hsa-mir-5010-5p	MIMAT0021043	hsa-miR-5010-5p
HSA-MIR-152-3P	hsa-mir-152-3p	MIMAT0000438	hsa-miR-152-3p
HSA-MIR-3614-3P	hsa-mir-3614-3p	MIMAT0017993	hsa-miR-3614-3p
HSA-MIR-548D-5P	hsa-mir-548d-5p	MIMAT0004812	hsa-miR-548d-5p
HSA-MIR-4524A-3P	hsa-mir-4524a-3p	MIMAT0019063	hsa-miR-4524a-3p
HSA-MIR-3065-3P	hsa-mir-3065-3p	MIMAT0015378	hsa-miR-3065-3p
HSA-MIR-338-3P	hsa-mir-338-3p	MIMAT0000763	hsa-miR-338-3p
HSA-MIR-133A-5P	hsa-mir-133a-5p	MIMAT0026478	hsa-miR-133a-5p
HSA-MIR-27A-5P	hsa-mir-27a-5p	MIMAT0004501	hsa-miR-27a-5p
HSA-MIR-23A-3P	hsa-mir-23a-3p	MIMAT0000078	hsa-miR-23a-3p
HSA-MIR-181D-3P	hsa-mir-181d-3p	MIMAT0026608	hsa-miR-181d-3p
HSA-MIR-5196-5P	hsa-mir-5196-5p	MIMAT0021128	hsa-miR-5196-5p
HSA-MIR-330-5P	hsa-mir-330-5p	MIMAT0004693	hsa-miR-330-5p
HSA-MIR-642A-5P	hsa-mir-642a-5p	MIMAT0003312	hsa-miR-642a-5p
HSA-MIR-642A-3P	hsa-mir-642a-3p	MIMAT0020924	hsa-miR-642a-3p
HSA-MIR-99B-5P	hsa-mir-99b-5p	MIMAT0000689	hsa-miR-99b-5p
HSA-MIR-99B-3P	hsa-mir-99b-3p	MIMAT0004678	hsa-miR-99b-3p
HSA-LET-7E-5P	hsa-let-7e-5p	MIMAT0000066	hsa-let-7e-5p
HSA-MIR-125A-5P	hsa-mir-125a-5p	MIMAT0000443	hsa-miR-125a-5p
HSA-MIR-125A-3P	hsa-mir-125a-3p	MIMAT0004602	hsa-miR-125a-3p
HSA-MIR-128	hsa-mir-128	MIMAT0000424	hsa-miR-128
HSA-MIR-128-1-5P	hsa-mir-128-1-5p	MIMAT0026477	hsa-miR-128-1-5p
HSA-MIR-3130-5P	hsa-mir-3130-5p	MIMAT0014995	hsa-miR-3130-5p
HSA-MIR-3130-5P	hsa-mir-3130-5p	MIMAT0014995	hsa-miR-3130-5p
HSA-MIR-5001-5P	hsa-mir-5001-5p	MIMAT0021021	hsa-miR-5001-5p
HSA-MIR-149-3P	hsa-mir-149-3p	MIMAT0004609	hsa-miR-149-3p
HSA-MIR-103A-3P	hsa-mir-103a-3p	MIMAT0000101	hsa-miR-103a-3p
HSA-MIR-548O-5P	hsa-mir-548o-5p	MIMAT0022738	hsa-miR-548o-5p
HSA-MIR-296-5P	hsa-mir-296-5p	MIMAT0000690	hsa-miR-296-5p
HSA-MIR-296-3P	hsa-mir-296-3p	MIMAT0004679	hsa-miR-296-3p
HSA-MIR-133A-5P	hsa-mir-133a-5p	MIMAT0026478	hsa-miR-133a-5p
HSA-MIR-99A-5P	hsa-mir-99a-5p	MIMAT0000097	hsa-miR-99a-5p
HSA-MIR-99A-3P	hsa-mir-99a-3p	MIMAT0004511	hsa-miR-99a-3p
HSA-MIR-125B-5P	hsa-mir-125b-5p	MIMAT0000423	hsa-miR-125b-5p
HSA-MIR-185-3P	hsa-mir-185-3p	MIMAT0004611	hsa-miR-185-3p
HSA-MIR-1306-3P	hsa-mir-1306-3p	MIMAT0005950	hsa-miR-1306-3p
HSA-MIR-1306-5P	hsa-mir-1306-5p	MIMAT0022726	hsa-miR-1306-5p
HSA-MIR-548J-5P	hsa-mir-548j-5p	MIMAT0005875	hsa-miR-548j-5p
HSA-MIR-1249	hsa-mir-1249	MIMAT0005901	hsa-miR-1249
HSA-MIR-885-3P	hsa-mir-885-3p	MIMAT0004948	hsa-miR-885-3p
HSA-MIR-128	hsa-mir-128	MIMAT0000424	hsa-miR-128
HSA-MIR-128-2-5P	hsa-mir-128-2-5p	MIMAT0031095	hsa-miR-128-2-5p
HSA-MIR-26A-1-3P	hsa-mir-26a-1-3p	MIMAT0004499	hsa-miR-26a-1-3p
HSA-MIR-138-5P	hsa-mir-138-5p	MIMAT0000430	hsa-miR-138-5p
HSA-MIR-4787-5P	hsa-mir-4787-5p	MIMAT0019956	hsa-miR-4787-5p
HSA-MIR-4787-3P	hsa-mir-4787-3p	MIMAT0019957	hsa-miR-4787-3p
HSA-MIR-135A-3P	hsa-mir-135a-3p	MIMAT0004595	hsa-miR-135a-3p
HSA-MIR-15B-5P	hsa-mir-15b-5p	MIMAT0000417	hsa-miR-15b-5p
HSA-MIR-15B-3P	hsa-mir-15b-3p	MIMAT0004586	hsa-miR-15b-3p
HSA-MIR-16-5P	hsa-mir-16-5p	MIMAT0000069	hsa-miR-16-5p
HSA-MIR-551B-3P	hsa-mir-551b-3p	MIMAT0003233	hsa-miR-551b-3p
HSA-MIR-570-3P	hsa-mir-570-3p	MIMAT0003235	hsa-miR-570-3p
HSA-MIR-218-5P	hsa-mir-218-5p	MIMAT0000275	hsa-miR-218-5p
HSA-MIR-574-5P	hsa-mir-574-5p	MIMAT0004795	hsa-miR-574-5p
HSA-MIR-576-5P	hsa-mir-576-5p	MIMAT0003241	hsa-miR-576-5p
HSA-MIR-577	hsa-mir-577	MIMAT0003242	hsa-miR-577
HSA-MIR-3140-3P	hsa-mir-3140-3p	MIMAT0015008	hsa-miR-3140-3p
HSA-MIR-9-5P	hsa-mir-9-5p	MIMAT0000441	hsa-miR-9-5p
HSA-MIR-9-3P	hsa-mir-9-3p	MIMAT0000442	hsa-miR-9-3p
HSA-MIR-874-3P	hsa-mir-874-3p	MIMAT0004911	hsa-miR-874-3p
HSA-MIR-874-5P	hsa-mir-874-5p	MIMAT0026718	hsa-miR-874-5p
HSA-MIR-584-3P	hsa-mir-584-3p	MIMAT0022708	hsa-miR-584-3p
HSA-MIR-143-5P	hsa-mir-143-5p	MIMAT0004599	hsa-miR-143-5p
HSA-MIR-378A-5P	hsa-mir-378a-5p	MIMAT0000731	hsa-miR-378a-5p
HSA-MIR-146A-3P	hsa-mir-146a-3p	MIMAT0004608	hsa-miR-146a-3p
HSA-MIR-30C-2-3P	hsa-mir-30c-2-3p	MIMAT0004550	hsa-miR-30c-2-3p
HSA-MIR-3144-5P	hsa-mir-3144-5p	MIMAT0015014	hsa-miR-3144-5p
HSA-MIR-339-5P	hsa-mir-339-5p	MIMAT0000764	hsa-miR-339-5p
HSA-MIR-589-3P	hsa-mir-589-3p	MIMAT0003256	hsa-miR-589-3p
HSA-MIR-148A-3P	hsa-mir-148a-3p	MIMAT0000243	hsa-miR-148a-3p
HSA-MIR-590-3P	hsa-mir-590-3p	MIMAT0004801	hsa-miR-590-3p
HSA-MIR-1285-3P	hsa-mir-1285-3p	MIMAT0005876	hsa-miR-1285-3p
HSA-MIR-25-5P	hsa-mir-25-5p	MIMAT0004498	hsa-miR-25-5p
HSA-MIR-106B-3P	hsa-mir-106b-3p	MIMAT0004672	hsa-miR-106b-3p
HSA-MIR-129-1-3P	hsa-mir-129-1-3p	MIMAT0004548	hsa-miR-129-1-3p
HSA-MIR-182-3P	hsa-mir-182-3p	MIMAT0000260	hsa-miR-182-3p
HSA-MIR-335-3P	hsa-mir-335-3p	MIMAT0004703	hsa-miR-335-3p
HSA-MIR-671-3P	hsa-mir-671-3p	MIMAT0004819	hsa-miR-671-3p
HSA-MIR-548H-5P	hsa-mir-548h-5p	MIMAT0005928	hsa-miR-548h-5p
HSA-MIR-548A-5P	hsa-mir-548a-5p	MIMAT0004803	hsa-miR-548a-5p
HSA-MIR-548D-5P	hsa-mir-548d-5p	MIMAT0004812	hsa-miR-548d-5p
HSA-MIR-30B-3P	hsa-mir-30b-3p	MIMAT0004589	hsa-miR-30b-3p
HSA-MIR-151A-5P	hsa-mir-151a-5p	MIMAT0004697	hsa-miR-151a-5p
HSA-MIR-31-5P	hsa-mir-31-5p	MIMAT0000089	hsa-miR-31-5p
HSA-MIR-876-3P	hsa-mir-876-3p	MIMAT0004925	hsa-miR-876-3p
HSA-MIR-873-5P	hsa-mir-873-5p	MIMAT0004953	hsa-miR-873-5p
HSA-MIR-7-5P	hsa-mir-7-5p	MIMAT0000252	hsa-miR-7-5p
HSA-MIR-532-3P	hsa-mir-532-3p	MIMAT0004780	hsa-miR-532-3p
HSA-MIR-188-5P	hsa-mir-188-5p	MIMAT0000457	hsa-miR-188-5p
HSA-MIR-188-3P	hsa-mir-188-3p	MIMAT0004613	hsa-miR-188-3p
HSA-MIR-660-5P	hsa-mir-660-5p	MIMAT0003338	hsa-miR-660-5p
HSA-MIR-660-3P	hsa-mir-660-3p	MIMAT0022711	hsa-miR-660-3p
HSA-MIR-545-5P	hsa-mir-545-5p	MIMAT0004785	hsa-miR-545-5p
HSA-MIR-361-3P	hsa-mir-361-3p	MIMAT0004682	hsa-miR-361-3p
HSA-MIR-652-3P	hsa-mir-652-3p	MIMAT0003322	hsa-miR-652-3p
HSA-MIR-766-3P	hsa-mir-766-3p	MIMAT0003888	hsa-miR-766-3p
HSA-MIR-363-5P	hsa-mir-363-5p	MIMAT0003385	hsa-miR-363-5p
HSA-MIR-92A-2-5P	hsa-mir-92a-2-5p	MIMAT0004508	hsa-miR-92a-2-5p
HSA-MIR-450A-1-3P	hsa-mir-450a-1-3p	MIMAT0022700	hsa-miR-450a-1-3p
HSA-MIR-450A-2-3P	hsa-mir-450a-2-3p	MIMAT0031074	hsa-miR-450a-2-3p
HSA-MIR-542-5P	hsa-mir-542-5p	MIMAT0003340	hsa-miR-542-5p
HSA-MIR-503-5P	hsa-mir-503-5p	MIMAT0002874	hsa-miR-503-5p
HSA-MIR-424-5P	hsa-mir-424-5p	MIMAT0001341	hsa-miR-424-5p
HSA-MIR-505-5P	hsa-mir-505-5p	MIMAT0004776	hsa-miR-505-5p
HSA-MIR-513C-3P	hsa-mir-513c-3p	MIMAT0022728	hsa-miR-513c-3p
HSA-MIR-509-5P	hsa-mir-509-5p	MIMAT0004779	hsa-miR-509-5p
HSA-MIR-509-3-5P	hsa-mir-509-3-5p	MIMAT0004975	hsa-miR-509-3-5p
HSA-MIR-509-5P	hsa-mir-509-5p	MIMAT0004779	hsa-miR-509-5p
HSA-MIR-514A-5P	hsa-mir-514a-5p	MIMAT0022702	hsa-miR-514a-5p
HSA-MIR-514A-5P	hsa-mir-514a-5p	MIMAT0022702	hsa-miR-514a-5p
HSA-MIR-514A-5P	hsa-mir-514a-5p	MIMAT0022702	hsa-miR-514a-5p
HSA-MIR-767-5P	hsa-mir-767-5p	MIMAT0003882	hsa-miR-767-5p
HSA-MIR-767-3P	hsa-mir-767-3p	MIMAT0003883	hsa-miR-767-3p
