UpperName	miRGate.name	Accession	Name
HSA-MIR-548AR-3P	hsa-mir-548ar-3p	MIMAT0022266	hsa-miR-548ar-3p
HSA-MIR-208B-3P	hsa-mir-208b-3p	MIMAT0004960	hsa-miR-208b-3p
HSA-MIR-208B-5P	hsa-mir-208b-5p	MIMAT0026722	hsa-miR-208b-5p
HSA-MIR-624-5P	hsa-mir-624-5p	MIMAT0003293	hsa-miR-624-5p
HSA-MIR-624-3P	hsa-mir-624-3p	MIMAT0004807	hsa-miR-624-3p
HSA-MIR-625-5P	hsa-mir-625-5p	MIMAT0003294	hsa-miR-625-5p
HSA-MIR-337-5P	hsa-mir-337-5p	MIMAT0004695	hsa-miR-337-5p
HSA-MIR-337-3P	hsa-mir-337-3p	MIMAT0000754	hsa-miR-337-3p
HSA-MIR-136-5P	hsa-mir-136-5p	MIMAT0000448	hsa-miR-136-5p
HSA-MIR-411-5P	hsa-mir-411-5p	MIMAT0003329	hsa-miR-411-5p
HSA-MIR-299-3P	hsa-mir-299-3p	MIMAT0000687	hsa-miR-299-3p
HSA-MIR-323A-5P	hsa-mir-323a-5p	MIMAT0004696	hsa-miR-323a-5p
HSA-MIR-543	hsa-mir-543	MIMAT0004954	hsa-miR-543
HSA-MIR-376C-5P	hsa-mir-376c-5p	MIMAT0022861	hsa-miR-376c-5p
HSA-MIR-376A-3P	hsa-mir-376a-3p	MIMAT0000729	hsa-miR-376a-3p
HSA-MIR-654-5P	hsa-mir-654-5p	MIMAT0003330	hsa-miR-654-5p
HSA-MIR-654-3P	hsa-mir-654-3p	MIMAT0004814	hsa-miR-654-3p
HSA-MIR-376A-5P	hsa-mir-376a-5p	MIMAT0003386	hsa-miR-376a-5p
HSA-MIR-376A-3P	hsa-mir-376a-3p	MIMAT0000729	hsa-miR-376a-3p
HSA-MIR-381-3P	hsa-mir-381-3p	MIMAT0000736	hsa-miR-381-3p
HSA-MIR-487B-5P	hsa-mir-487b-5p	MIMAT0026614	hsa-miR-487b-5p
HSA-MIR-539-5P	hsa-mir-539-5p	MIMAT0003163	hsa-miR-539-5p
HSA-MIR-539-3P	hsa-mir-539-3p	MIMAT0022705	hsa-miR-539-3p
HSA-MIR-382-5P	hsa-mir-382-5p	MIMAT0000737	hsa-miR-382-5p
HSA-MIR-134-5P	hsa-mir-134-5p	MIMAT0000447	hsa-miR-134-5p
HSA-MIR-485-5P	hsa-mir-485-5p	MIMAT0002175	hsa-miR-485-5p
HSA-MIR-485-3P	hsa-mir-485-3p	MIMAT0002176	hsa-miR-485-3p
HSA-MIR-154-5P	hsa-mir-154-5p	MIMAT0000452	hsa-miR-154-5p
HSA-MIR-154-3P	hsa-mir-154-3p	MIMAT0000453	hsa-miR-154-3p
HSA-MIR-377-5P	hsa-mir-377-5p	MIMAT0004689	hsa-miR-377-5p
HSA-MIR-377-3P	hsa-mir-377-3p	MIMAT0000730	hsa-miR-377-3p
HSA-MIR-409-3P	hsa-mir-409-3p	MIMAT0001639	hsa-miR-409-3p
HSA-MIR-369-3P	hsa-mir-369-3p	MIMAT0000721	hsa-miR-369-3p
HSA-MIR-203A	hsa-mir-203a	MIMAT0000264	hsa-miR-203a
HSA-MIR-211-5P	hsa-mir-211-5p	MIMAT0000268	hsa-miR-211-5p
HSA-MIR-627-3P	hsa-mir-627-3p	MIMAT0026623	hsa-miR-627-3p
HSA-MIR-190A-3P	hsa-mir-190a-3p	MIMAT0026482	hsa-miR-190a-3p
HSA-MIR-9-5P	hsa-mir-9-5p	MIMAT0000441	hsa-miR-9-5p
HSA-MIR-9-3P	hsa-mir-9-3p	MIMAT0000442	hsa-miR-9-3p
HSA-MIR-365A-5P	hsa-mir-365a-5p	MIMAT0009199	hsa-miR-365a-5p
HSA-MIR-328-5P	hsa-mir-328-5p	MIMAT0026486	hsa-miR-328-5p
HSA-MIR-22-5P	hsa-mir-22-5p	MIMAT0004495	hsa-miR-22-5p
HSA-MIR-22-3P	hsa-mir-22-3p	MIMAT0000077	hsa-miR-22-3p
HSA-MIR-132-3P	hsa-mir-132-3p	MIMAT0000426	hsa-miR-132-3p
HSA-MIR-195-5P	hsa-mir-195-5p	MIMAT0000461	hsa-miR-195-5p
HSA-MIR-195-3P	hsa-mir-195-3p	MIMAT0004615	hsa-miR-195-3p
HSA-MIR-497-5P	hsa-mir-497-5p	MIMAT0002820	hsa-miR-497-5p
HSA-MIR-497-3P	hsa-mir-497-3p	MIMAT0004768	hsa-miR-497-3p
HSA-MIR-744-5P	hsa-mir-744-5p	MIMAT0004945	hsa-miR-744-5p
HSA-MIR-744-3P	hsa-mir-744-3p	MIMAT0004946	hsa-miR-744-3p
HSA-MIR-144-3P	hsa-mir-144-3p	MIMAT0000436	hsa-miR-144-3p
HSA-MIR-423-5P	hsa-mir-423-5p	MIMAT0004748	hsa-miR-423-5p
HSA-MIR-5010-3P	hsa-mir-5010-3p	MIMAT0021044	hsa-miR-5010-3p
HSA-MIR-3614-5P	hsa-mir-3614-5p	MIMAT0017992	hsa-miR-3614-5p
HSA-MIR-454-3P	hsa-mir-454-3p	MIMAT0003885	hsa-miR-454-3p
HSA-MIR-301A-3P	hsa-mir-301a-3p	MIMAT0000688	hsa-miR-301a-3p
HSA-MIR-548D-5P	hsa-mir-548d-5p	MIMAT0004812	hsa-miR-548d-5p
HSA-MIR-4524A-5P	hsa-mir-4524a-5p	MIMAT0019062	hsa-miR-4524a-5p
HSA-MIR-3065-5P	hsa-mir-3065-5p	MIMAT0015066	hsa-miR-3065-5p
HSA-MIR-199A-3P	hsa-mir-199a-3p	MIMAT0000232	hsa-miR-199a-3p
HSA-MIR-27A-3P	hsa-mir-27a-3p	MIMAT0000084	hsa-miR-27a-3p
HSA-MIR-181D-5P	hsa-mir-181d-5p	MIMAT0002821	hsa-miR-181d-5p
HSA-MIR-642A-5P	hsa-mir-642a-5p	MIMAT0003312	hsa-miR-642a-5p
HSA-MIR-642A-3P	hsa-mir-642a-3p	MIMAT0020924	hsa-miR-642a-3p
HSA-MIR-150-3P	hsa-mir-150-3p	MIMAT0004610	hsa-miR-150-3p
HSA-MIR-99B-5P	hsa-mir-99b-5p	MIMAT0000689	hsa-miR-99b-5p
HSA-LET-7E-5P	hsa-let-7e-5p	MIMAT0000066	hsa-let-7e-5p
HSA-MIR-125A-5P	hsa-mir-125a-5p	MIMAT0000443	hsa-miR-125a-5p
HSA-MIR-519A-5P	hsa-mir-519a-5p	MIMAT0005452	hsa-miR-519a-5p
HSA-MIR-128	hsa-mir-128	MIMAT0000424	hsa-miR-128
HSA-MIR-128-1-5P	hsa-mir-128-1-5p	MIMAT0026477	hsa-miR-128-1-5p
HSA-MIR-10B-3P	hsa-mir-10b-3p	MIMAT0004556	hsa-miR-10b-3p
HSA-MIR-561-3P	hsa-mir-561-3p	MIMAT0003225	hsa-miR-561-3p
HSA-MIR-561-5P	hsa-mir-561-5p	MIMAT0022706	hsa-miR-561-5p
HSA-MIR-3130-3P	hsa-mir-3130-3p	MIMAT0014994	hsa-miR-3130-3p
HSA-MIR-3130-3P	hsa-mir-3130-3p	MIMAT0014994	hsa-miR-3130-3p
HSA-MIR-5001-3P	hsa-mir-5001-3p	MIMAT0021022	hsa-miR-5001-3p
HSA-MIR-103A-3P	hsa-mir-103a-3p	MIMAT0000101	hsa-miR-103a-3p
HSA-MIR-4755-3P	hsa-mir-4755-3p	MIMAT0019896	hsa-miR-4755-3p
HSA-MIR-548O-3P	hsa-mir-548o-3p	MIMAT0005919	hsa-miR-548o-3p
HSA-MIR-548O-5P	hsa-mir-548o-5p	MIMAT0022738	hsa-miR-548o-5p
HSA-MIR-1	hsa-mir-1	MIMAT0000416	hsa-miR-1
HSA-MIR-155-5P	hsa-mir-155-5p	MIMAT0000646	hsa-miR-155-5p
HSA-MIR-185-5P	hsa-mir-185-5p	MIMAT0000455	hsa-miR-185-5p
HSA-MIR-185-3P	hsa-mir-185-3p	MIMAT0004611	hsa-miR-185-3p
HSA-MIR-301B	hsa-mir-301b	MIMAT0004958	hsa-miR-301b
HSA-MIR-130B-5P	hsa-mir-130b-5p	MIMAT0004680	hsa-miR-130b-5p
HSA-MIR-130B-3P	hsa-mir-130b-3p	MIMAT0000691	hsa-miR-130b-3p
HSA-MIR-548J-5P	hsa-mir-548j-5p	MIMAT0005875	hsa-miR-548j-5p
HSA-MIR-33A-5P	hsa-mir-33a-5p	MIMAT0000091	hsa-miR-33a-5p
HSA-MIR-33A-3P	hsa-mir-33a-3p	MIMAT0004506	hsa-miR-33a-3p
HSA-LET-7A-5P	hsa-let-7a-5p	MIMAT0000062	hsa-let-7a-5p
HSA-LET-7A-3P	hsa-let-7a-3p	MIMAT0004481	hsa-let-7a-3p
HSA-LET-7B-5P	hsa-let-7b-5p	MIMAT0000063	hsa-let-7b-5p
HSA-LET-7B-3P	hsa-let-7b-3p	MIMAT0004482	hsa-let-7b-3p
HSA-MIR-128	hsa-mir-128	MIMAT0000424	hsa-miR-128
HSA-MIR-128-2-5P	hsa-mir-128-2-5p	MIMAT0031095	hsa-miR-128-2-5p
HSA-MIR-26A-1-3P	hsa-mir-26a-1-3p	MIMAT0004499	hsa-miR-26a-1-3p
HSA-MIR-138-5P	hsa-mir-138-5p	MIMAT0000430	hsa-miR-138-5p
HSA-MIR-191-5P	hsa-mir-191-5p	MIMAT0000440	hsa-miR-191-5p
HSA-LET-7G-5P	hsa-let-7g-5p	MIMAT0000414	hsa-let-7g-5p
HSA-LET-7G-3P	hsa-let-7g-3p	MIMAT0004584	hsa-let-7g-3p
HSA-MIR-135A-5P	hsa-mir-135a-5p	MIMAT0000428	hsa-miR-135a-5p
HSA-MIR-135A-3P	hsa-mir-135a-3p	MIMAT0004595	hsa-miR-135a-3p
HSA-MIR-15B-5P	hsa-mir-15b-5p	MIMAT0000417	hsa-miR-15b-5p
HSA-MIR-16-5P	hsa-mir-16-5p	MIMAT0000069	hsa-miR-16-5p
HSA-MIR-16-2-3P	hsa-mir-16-2-3p	MIMAT0004518	hsa-miR-16-2-3p
HSA-MIR-551B-5P	hsa-mir-551b-5p	MIMAT0004794	hsa-miR-551b-5p
HSA-MIR-28-5P	hsa-mir-28-5p	MIMAT0000085	hsa-miR-28-5p
HSA-MIR-28-3P	hsa-mir-28-3p	MIMAT0004502	hsa-miR-28-3p
HSA-MIR-218-5P	hsa-mir-218-5p	MIMAT0000275	hsa-miR-218-5p
HSA-MIR-218-1-3P	hsa-mir-218-1-3p	MIMAT0004565	hsa-miR-218-1-3p
HSA-MIR-574-5P	hsa-mir-574-5p	MIMAT0004795	hsa-miR-574-5p
HSA-MIR-576-5P	hsa-mir-576-5p	MIMAT0003241	hsa-miR-576-5p
HSA-MIR-576-3P	hsa-mir-576-3p	MIMAT0004796	hsa-miR-576-3p
HSA-MIR-302A-5P	hsa-mir-302a-5p	MIMAT0000683	hsa-miR-302a-5p
HSA-MIR-302C-5P	hsa-mir-302c-5p	MIMAT0000716	hsa-miR-302c-5p
HSA-MIR-577	hsa-mir-577	MIMAT0003242	hsa-miR-577
HSA-MIR-887-5P	hsa-mir-887-5p	MIMAT0026720	hsa-miR-887-5p
HSA-MIR-579-3P	hsa-mir-579-3p	MIMAT0003244	hsa-miR-579-3p
HSA-MIR-582-5P	hsa-mir-582-5p	MIMAT0003247	hsa-miR-582-5p
HSA-MIR-9-5P	hsa-mir-9-5p	MIMAT0000441	hsa-miR-9-5p
HSA-MIR-9-3P	hsa-mir-9-3p	MIMAT0000442	hsa-miR-9-3p
HSA-MIR-874-5P	hsa-mir-874-5p	MIMAT0026718	hsa-miR-874-5p
HSA-MIR-143-5P	hsa-mir-143-5p	MIMAT0004599	hsa-miR-143-5p
HSA-MIR-146A-5P	hsa-mir-146a-5p	MIMAT0000449	hsa-miR-146a-5p
HSA-MIR-1271-3P	hsa-mir-1271-3p	MIMAT0022712	hsa-miR-1271-3p
HSA-MIR-340-5P	hsa-mir-340-5p	MIMAT0004692	hsa-miR-340-5p
HSA-MIR-340-3P	hsa-mir-340-3p	MIMAT0000750	hsa-miR-340-3p
HSA-MIR-219A-1-3P	hsa-mir-219a-1-3p	MIMAT0004567	hsa-miR-219a-1-3p
HSA-MIR-30C-5P	hsa-mir-30c-5p	MIMAT0000244	hsa-miR-30c-5p
HSA-MIR-30C-2-3P	hsa-mir-30c-2-3p	MIMAT0004550	hsa-miR-30c-2-3p
HSA-MIR-30A-5P	hsa-mir-30a-5p	MIMAT0000087	hsa-miR-30a-5p
HSA-MIR-30A-3P	hsa-mir-30a-3p	MIMAT0000088	hsa-miR-30a-3p
HSA-MIR-339-5P	hsa-mir-339-5p	MIMAT0000764	hsa-miR-339-5p
HSA-MIR-148A-5P	hsa-mir-148a-5p	MIMAT0004549	hsa-miR-148a-5p
HSA-MIR-590-5P	hsa-mir-590-5p	MIMAT0003258	hsa-miR-590-5p
HSA-MIR-590-3P	hsa-mir-590-3p	MIMAT0004801	hsa-miR-590-3p
HSA-MIR-1285-3P	hsa-mir-1285-3p	MIMAT0005876	hsa-miR-1285-3p
HSA-MIR-25-5P	hsa-mir-25-5p	MIMAT0004498	hsa-miR-25-5p
HSA-MIR-25-3P	hsa-mir-25-3p	MIMAT0000081	hsa-miR-25-3p
HSA-MIR-106B-3P	hsa-mir-106b-3p	MIMAT0004672	hsa-miR-106b-3p
HSA-MIR-129-5P	hsa-mir-129-5p	MIMAT0000242	hsa-miR-129-5p
HSA-MIR-182-5P	hsa-mir-182-5p	MIMAT0000259	hsa-miR-182-5p
HSA-MIR-96-3P	hsa-mir-96-3p	MIMAT0004510	hsa-miR-96-3p
HSA-MIR-183-3P	hsa-mir-183-3p	MIMAT0004560	hsa-miR-183-3p
HSA-MIR-335-3P	hsa-mir-335-3p	MIMAT0004703	hsa-miR-335-3p
HSA-MIR-29A-5P	hsa-mir-29a-5p	MIMAT0004503	hsa-miR-29a-5p
HSA-MIR-29B-1-5P	hsa-mir-29b-1-5p	MIMAT0004514	hsa-miR-29b-1-5p
HSA-MIR-671-5P	hsa-mir-671-5p	MIMAT0003880	hsa-miR-671-5p
HSA-MIR-548V	hsa-mir-548v	MIMAT0015020	hsa-miR-548v
HSA-MIR-548H-5P	hsa-mir-548h-5p	MIMAT0005928	hsa-miR-548h-5p
HSA-MIR-548A-3P	hsa-mir-548a-3p	MIMAT0003251	hsa-miR-548a-3p
HSA-MIR-548A-5P	hsa-mir-548a-5p	MIMAT0004803	hsa-miR-548a-5p
HSA-MIR-548D-5P	hsa-mir-548d-5p	MIMAT0004812	hsa-miR-548d-5p
HSA-MIR-30B-5P	hsa-mir-30b-5p	MIMAT0000420	hsa-miR-30b-5p
HSA-MIR-30B-3P	hsa-mir-30b-3p	MIMAT0004589	hsa-miR-30b-3p
HSA-MIR-30D-5P	hsa-mir-30d-5p	MIMAT0000245	hsa-miR-30d-5p
HSA-MIR-30D-3P	hsa-mir-30d-3p	MIMAT0004551	hsa-miR-30d-3p
HSA-MIR-151A-5P	hsa-mir-151a-5p	MIMAT0004697	hsa-miR-151a-5p
HSA-MIR-31-5P	hsa-mir-31-5p	MIMAT0000089	hsa-miR-31-5p
HSA-MIR-876-5P	hsa-mir-876-5p	MIMAT0004924	hsa-miR-876-5p
HSA-MIR-876-3P	hsa-mir-876-3p	MIMAT0004925	hsa-miR-876-3p
HSA-MIR-873-3P	hsa-mir-873-3p	MIMAT0022717	hsa-miR-873-3p
HSA-LET-7A-5P	hsa-let-7a-5p	MIMAT0000062	hsa-let-7a-5p
HSA-LET-7A-3P	hsa-let-7a-3p	MIMAT0004481	hsa-let-7a-3p
HSA-LET-7F-5P	hsa-let-7f-5p	MIMAT0000067	hsa-let-7f-5p
HSA-LET-7F-1-3P	hsa-let-7f-1-3p	MIMAT0004486	hsa-let-7f-1-3p
HSA-LET-7D-5P	hsa-let-7d-5p	MIMAT0000065	hsa-let-7d-5p
HSA-MIR-27B-3P	hsa-mir-27b-3p	MIMAT0000419	hsa-miR-27b-3p
HSA-MIR-32-3P	hsa-mir-32-3p	MIMAT0004505	hsa-miR-32-3p
HSA-MIR-181B-5P	hsa-mir-181b-5p	MIMAT0000257	hsa-miR-181b-5p
HSA-MIR-199B-3P	hsa-mir-199b-3p	MIMAT0004563	hsa-miR-199b-3p
HSA-MIR-219B-3P	hsa-mir-219b-3p	MIMAT0019748	hsa-miR-219b-3p
HSA-MIR-651-3P	hsa-mir-651-3p	MIMAT0026624	hsa-miR-651-3p
HSA-MIR-222-5P	hsa-mir-222-5p	MIMAT0004569	hsa-miR-222-5p
HSA-MIR-188-3P	hsa-mir-188-3p	MIMAT0004613	hsa-miR-188-3p
HSA-MIR-500A-5P	hsa-mir-500a-5p	MIMAT0004773	hsa-miR-500a-5p
HSA-MIR-98-5P	hsa-mir-98-5p	MIMAT0000096	hsa-miR-98-5p
HSA-MIR-98-3P	hsa-mir-98-3p	MIMAT0022842	hsa-miR-98-3p
HSA-LET-7F-5P	hsa-let-7f-5p	MIMAT0000067	hsa-let-7f-5p
HSA-LET-7F-2-3P	hsa-let-7f-2-3p	MIMAT0004487	hsa-let-7f-2-3p
HSA-MIR-374B-5P	hsa-mir-374b-5p	MIMAT0004955	hsa-miR-374b-5p
HSA-MIR-545-3P	hsa-mir-545-3p	MIMAT0003165	hsa-miR-545-3p
HSA-MIR-374A-5P	hsa-mir-374a-5p	MIMAT0000727	hsa-miR-374a-5p
HSA-MIR-374A-3P	hsa-mir-374a-3p	MIMAT0004688	hsa-miR-374a-3p
HSA-MIR-361-5P	hsa-mir-361-5p	MIMAT0000703	hsa-miR-361-5p
HSA-MIR-766-3P	hsa-mir-766-3p	MIMAT0003888	hsa-miR-766-3p
HSA-MIR-766-5P	hsa-mir-766-5p	MIMAT0022714	hsa-miR-766-5p
HSA-MIR-363-5P	hsa-mir-363-5p	MIMAT0003385	hsa-miR-363-5p
HSA-MIR-363-3P	hsa-mir-363-3p	MIMAT0000707	hsa-miR-363-3p
HSA-MIR-92A-3P	hsa-mir-92a-3p	MIMAT0000092	hsa-miR-92a-3p
HSA-MIR-19B-2-5P	hsa-mir-19b-2-5p	MIMAT0004492	hsa-miR-19b-2-5p
HSA-MIR-20B-3P	hsa-mir-20b-3p	MIMAT0004752	hsa-miR-20b-3p
HSA-MIR-542-3P	hsa-mir-542-3p	MIMAT0003389	hsa-miR-542-3p
HSA-MIR-424-5P	hsa-mir-424-5p	MIMAT0001341	hsa-miR-424-5p
HSA-MIR-505-3P	hsa-mir-505-3p	MIMAT0002876	hsa-miR-505-3p
HSA-MIR-506-5P	hsa-mir-506-5p	MIMAT0022701	hsa-miR-506-5p
HSA-MIR-508-5P	hsa-mir-508-5p	MIMAT0004778	hsa-miR-508-5p
HSA-MIR-509-3P	hsa-mir-509-3p	MIMAT0002881	hsa-miR-509-3p
HSA-MIR-509-3P	hsa-mir-509-3p	MIMAT0002881	hsa-miR-509-3p
HSA-MIR-509-3P	hsa-mir-509-3p	MIMAT0002881	hsa-miR-509-3p
HSA-MIR-105-3P	hsa-mir-105-3p	MIMAT0004516	hsa-miR-105-3p
HSA-MIR-767-3P	hsa-mir-767-3p	MIMAT0003883	hsa-miR-767-3p
HSA-MIR-105-3P	hsa-mir-105-3p	MIMAT0004516	hsa-miR-105-3p
HSA-MIR-664B-5P	hsa-mir-664b-5p	MIMAT0022271	hsa-miR-664b-5p
HSA-MIR-664B-3P	hsa-mir-664b-3p	MIMAT0022272	hsa-miR-664b-3p
