UpperName	miRGate.name	Accession	Name
HSA-MIR-329	hsa-mir-329	MIMAT0001629	hsa-miR-329
HSA-MIR-329	hsa-mir-329	MIMAT0001629	hsa-miR-329
HSA-MIR-495-3P	hsa-mir-495-3p	MIMAT0002817	hsa-miR-495-3p
HSA-MIR-654-5P	hsa-mir-654-5p	MIMAT0003330	hsa-miR-654-5p
HSA-MIR-654-3P	hsa-mir-654-3p	MIMAT0004814	hsa-miR-654-3p
HSA-MIR-376A-5P	hsa-mir-376a-5p	MIMAT0003386	hsa-miR-376a-5p
HSA-MIR-381-3P	hsa-mir-381-3p	MIMAT0000736	hsa-miR-381-3p
HSA-MIR-539-5P	hsa-mir-539-5p	MIMAT0003163	hsa-miR-539-5p
HSA-MIR-134-5P	hsa-mir-134-5p	MIMAT0000447	hsa-miR-134-5p
HSA-MIR-134-3P	hsa-mir-134-3p	MIMAT0026481	hsa-miR-134-3p
HSA-MIR-485-5P	hsa-mir-485-5p	MIMAT0002175	hsa-miR-485-5p
HSA-MIR-154-3P	hsa-mir-154-3p	MIMAT0000453	hsa-miR-154-3p
HSA-MIR-377-5P	hsa-mir-377-5p	MIMAT0004689	hsa-miR-377-5p
HSA-MIR-377-3P	hsa-mir-377-3p	MIMAT0000730	hsa-miR-377-3p
HSA-MIR-369-5P	hsa-mir-369-5p	MIMAT0001621	hsa-miR-369-5p
HSA-MIR-211-3P	hsa-mir-211-3p	MIMAT0022694	hsa-miR-211-3p
HSA-MIR-628-5P	hsa-mir-628-5p	MIMAT0004809	hsa-miR-628-5p
HSA-MIR-190A-3P	hsa-mir-190a-3p	MIMAT0026482	hsa-miR-190a-3p
HSA-MIR-9-5P	hsa-mir-9-5p	MIMAT0000441	hsa-miR-9-5p
HSA-MIR-193B-5P	hsa-mir-193b-5p	MIMAT0004767	hsa-miR-193b-5p
HSA-MIR-193B-3P	hsa-mir-193b-3p	MIMAT0002819	hsa-miR-193b-3p
HSA-MIR-365A-3P	hsa-mir-365a-3p	MIMAT0000710	hsa-miR-365a-3p
HSA-MIR-365A-5P	hsa-mir-365a-5p	MIMAT0009199	hsa-miR-365a-5p
HSA-MIR-6511A-5P	hsa-mir-6511a-5p	MIMAT0025478	hsa-miR-6511a-5p
HSA-MIR-6511A-3P	hsa-mir-6511a-3p	MIMAT0025479	hsa-miR-6511a-3p
HSA-MIR-6511A-5P	hsa-mir-6511a-5p	MIMAT0025478	hsa-miR-6511a-5p
HSA-MIR-6511A-3P	hsa-mir-6511a-3p	MIMAT0025479	hsa-miR-6511a-3p
HSA-MIR-6511A-5P	hsa-mir-6511a-5p	MIMAT0025478	hsa-miR-6511a-5p
HSA-MIR-6511A-3P	hsa-mir-6511a-3p	MIMAT0025479	hsa-miR-6511a-3p
HSA-MIR-140-3P	hsa-mir-140-3p	MIMAT0004597	hsa-miR-140-3p
HSA-MIR-1910-3P	hsa-mir-1910-3p	MIMAT0026917	hsa-miR-1910-3p
HSA-MIR-22-5P	hsa-mir-22-5p	MIMAT0004495	hsa-miR-22-5p
HSA-MIR-22-3P	hsa-mir-22-3p	MIMAT0000077	hsa-miR-22-3p
HSA-MIR-195-5P	hsa-mir-195-5p	MIMAT0000461	hsa-miR-195-5p
HSA-MIR-497-5P	hsa-mir-497-5p	MIMAT0002820	hsa-miR-497-5p
HSA-MIR-497-3P	hsa-mir-497-3p	MIMAT0004768	hsa-miR-497-3p
HSA-MIR-744-5P	hsa-mir-744-5p	MIMAT0004945	hsa-miR-744-5p
HSA-MIR-744-3P	hsa-mir-744-3p	MIMAT0004946	hsa-miR-744-3p
HSA-MIR-33B-3P	hsa-mir-33b-3p	MIMAT0004811	hsa-miR-33b-3p
HSA-MIR-144-3P	hsa-mir-144-3p	MIMAT0000436	hsa-miR-144-3p
HSA-MIR-423-5P	hsa-mir-423-5p	MIMAT0004748	hsa-miR-423-5p
HSA-MIR-193A-5P	hsa-mir-193a-5p	MIMAT0004614	hsa-miR-193a-5p
HSA-MIR-193A-3P	hsa-mir-193a-3p	MIMAT0000459	hsa-miR-193a-3p
HSA-MIR-365B-5P	hsa-mir-365b-5p	MIMAT0022833	hsa-miR-365b-5p
HSA-MIR-365B-3P	hsa-mir-365b-3p	MIMAT0022834	hsa-miR-365b-3p
HSA-MIR-5010-5P	hsa-mir-5010-5p	MIMAT0021043	hsa-miR-5010-5p
HSA-MIR-5010-3P	hsa-mir-5010-3p	MIMAT0021044	hsa-miR-5010-3p
HSA-MIR-152-3P	hsa-mir-152-3p	MIMAT0000438	hsa-miR-152-3p
HSA-MIR-10A-5P	hsa-mir-10a-5p	MIMAT0000253	hsa-miR-10a-5p
HSA-MIR-3614-5P	hsa-mir-3614-5p	MIMAT0017992	hsa-miR-3614-5p
HSA-MIR-3614-3P	hsa-mir-3614-3p	MIMAT0017993	hsa-miR-3614-3p
HSA-MIR-454-5P	hsa-mir-454-5p	MIMAT0003884	hsa-miR-454-5p
HSA-MIR-454-3P	hsa-mir-454-3p	MIMAT0003885	hsa-miR-454-3p
HSA-MIR-301A-3P	hsa-mir-301a-3p	MIMAT0000688	hsa-miR-301a-3p
HSA-MIR-548D-5P	hsa-mir-548d-5p	MIMAT0004812	hsa-miR-548d-5p
HSA-MIR-4524A-5P	hsa-mir-4524a-5p	MIMAT0019062	hsa-miR-4524a-5p
HSA-MIR-3065-3P	hsa-mir-3065-3p	MIMAT0015378	hsa-miR-3065-3p
HSA-MIR-338-3P	hsa-mir-338-3p	MIMAT0000763	hsa-miR-338-3p
HSA-MIR-133A	hsa-mir-133a	MIMAT0000427	hsa-miR-133a
HSA-MIR-133A-5P	hsa-mir-133a-5p	MIMAT0026478	hsa-miR-133a-5p
HSA-MIR-199A-5P	hsa-mir-199a-5p	MIMAT0000231	hsa-miR-199a-5p
HSA-MIR-199A-3P	hsa-mir-199a-3p	MIMAT0000232	hsa-miR-199a-3p
HSA-MIR-27A-5P	hsa-mir-27a-5p	MIMAT0004501	hsa-miR-27a-5p
HSA-MIR-23A-5P	hsa-mir-23a-5p	MIMAT0004496	hsa-miR-23a-5p
HSA-MIR-23A-3P	hsa-mir-23a-3p	MIMAT0000078	hsa-miR-23a-3p
HSA-MIR-181D-5P	hsa-mir-181d-5p	MIMAT0002821	hsa-miR-181d-5p
HSA-MIR-181D-3P	hsa-mir-181d-3p	MIMAT0026608	hsa-miR-181d-3p
HSA-MIR-5196-5P	hsa-mir-5196-5p	MIMAT0021128	hsa-miR-5196-5p
HSA-MIR-330-5P	hsa-mir-330-5p	MIMAT0004693	hsa-miR-330-5p
HSA-MIR-330-3P	hsa-mir-330-3p	MIMAT0000751	hsa-miR-330-3p
HSA-MIR-642A-3P	hsa-mir-642a-3p	MIMAT0020924	hsa-miR-642a-3p
HSA-MIR-769-3P	hsa-mir-769-3p	MIMAT0003887	hsa-miR-769-3p
HSA-MIR-150-5P	hsa-mir-150-5p	MIMAT0000451	hsa-miR-150-5p
HSA-MIR-125A-5P	hsa-mir-125a-5p	MIMAT0000443	hsa-miR-125a-5p
HSA-MIR-125A-3P	hsa-mir-125a-3p	MIMAT0004602	hsa-miR-125a-3p
HSA-MIR-519A-3P	hsa-mir-519a-3p	MIMAT0002869	hsa-miR-519a-3p
HSA-MIR-128	hsa-mir-128	MIMAT0000424	hsa-miR-128
HSA-MIR-128-1-5P	hsa-mir-128-1-5p	MIMAT0026477	hsa-miR-128-1-5p
HSA-MIR-10B-5P	hsa-mir-10b-5p	MIMAT0000254	hsa-miR-10b-5p
HSA-MIR-10B-3P	hsa-mir-10b-3p	MIMAT0004556	hsa-miR-10b-3p
HSA-MIR-561-3P	hsa-mir-561-3p	MIMAT0003225	hsa-miR-561-3p
HSA-MIR-3130-5P	hsa-mir-3130-5p	MIMAT0014995	hsa-miR-3130-5p
HSA-MIR-3130-5P	hsa-mir-3130-5p	MIMAT0014995	hsa-miR-3130-5p
HSA-MIR-5001-5P	hsa-mir-5001-5p	MIMAT0021021	hsa-miR-5001-5p
HSA-MIR-5001-3P	hsa-mir-5001-3p	MIMAT0021022	hsa-miR-5001-3p
HSA-MIR-149-5P	hsa-mir-149-5p	MIMAT0000450	hsa-miR-149-5p
HSA-MIR-149-3P	hsa-mir-149-3p	MIMAT0004609	hsa-miR-149-3p
HSA-MIR-103A-2-5P	hsa-mir-103a-2-5p	MIMAT0009196	hsa-miR-103a-2-5p
HSA-MIR-103A-3P	hsa-mir-103a-3p	MIMAT0000101	hsa-miR-103a-3p
HSA-MIR-4755-5P	hsa-mir-4755-5p	MIMAT0019895	hsa-miR-4755-5p
HSA-MIR-4755-3P	hsa-mir-4755-3p	MIMAT0019896	hsa-miR-4755-3p
HSA-MIR-296-5P	hsa-mir-296-5p	MIMAT0000690	hsa-miR-296-5p
HSA-MIR-296-3P	hsa-mir-296-3p	MIMAT0004679	hsa-miR-296-3p
HSA-MIR-133A	hsa-mir-133a	MIMAT0000427	hsa-miR-133a
HSA-MIR-133A-5P	hsa-mir-133a-5p	MIMAT0026478	hsa-miR-133a-5p
HSA-MIR-125B-5P	hsa-mir-125b-5p	MIMAT0000423	hsa-miR-125b-5p
HSA-MIR-125B-2-3P	hsa-mir-125b-2-3p	MIMAT0004603	hsa-miR-125b-2-3p
HSA-MIR-155-3P	hsa-mir-155-3p	MIMAT0004658	hsa-miR-155-3p
HSA-MIR-185-5P	hsa-mir-185-5p	MIMAT0000455	hsa-miR-185-5p
HSA-MIR-185-3P	hsa-mir-185-3p	MIMAT0004611	hsa-miR-185-3p
HSA-MIR-1306-5P	hsa-mir-1306-5p	MIMAT0022726	hsa-miR-1306-5p
HSA-MIR-301B	hsa-mir-301b	MIMAT0004958	hsa-miR-301b
HSA-MIR-130B-3P	hsa-mir-130b-3p	MIMAT0000691	hsa-miR-130b-3p
HSA-MIR-33A-3P	hsa-mir-33a-3p	MIMAT0004506	hsa-miR-33a-3p
HSA-LET-7A-5P	hsa-let-7a-5p	MIMAT0000062	hsa-let-7a-5p
HSA-MIR-128	hsa-mir-128	MIMAT0000424	hsa-miR-128
HSA-MIR-128-2-5P	hsa-mir-128-2-5p	MIMAT0031095	hsa-miR-128-2-5p
HSA-MIR-26A-5P	hsa-mir-26a-5p	MIMAT0000082	hsa-miR-26a-5p
HSA-MIR-26A-1-3P	hsa-mir-26a-1-3p	MIMAT0004499	hsa-miR-26a-1-3p
HSA-MIR-138-5P	hsa-mir-138-5p	MIMAT0000430	hsa-miR-138-5p
HSA-MIR-138-1-3P	hsa-mir-138-1-3p	MIMAT0004607	hsa-miR-138-1-3p
HSA-MIR-4787-5P	hsa-mir-4787-5p	MIMAT0019956	hsa-miR-4787-5p
HSA-LET-7G-5P	hsa-let-7g-5p	MIMAT0000414	hsa-let-7g-5p
HSA-MIR-15B-5P	hsa-mir-15b-5p	MIMAT0000417	hsa-miR-15b-5p
HSA-MIR-16-5P	hsa-mir-16-5p	MIMAT0000069	hsa-miR-16-5p
HSA-MIR-218-5P	hsa-mir-218-5p	MIMAT0000275	hsa-miR-218-5p
HSA-MIR-218-1-3P	hsa-mir-218-1-3p	MIMAT0004565	hsa-miR-218-1-3p
HSA-MIR-574-5P	hsa-mir-574-5p	MIMAT0004795	hsa-miR-574-5p
HSA-MIR-576-5P	hsa-mir-576-5p	MIMAT0003241	hsa-miR-576-5p
HSA-MIR-576-3P	hsa-mir-576-3p	MIMAT0004796	hsa-miR-576-3p
HSA-MIR-302A-5P	hsa-mir-302a-5p	MIMAT0000683	hsa-miR-302a-5p
HSA-MIR-302A-3P	hsa-mir-302a-3p	MIMAT0000684	hsa-miR-302a-3p
HSA-MIR-302C-3P	hsa-mir-302c-3p	MIMAT0000717	hsa-miR-302c-3p
HSA-MIR-3140-5P	hsa-mir-3140-5p	MIMAT0019204	hsa-miR-3140-5p
HSA-MIR-887-5P	hsa-mir-887-5p	MIMAT0026720	hsa-miR-887-5p
HSA-MIR-582-5P	hsa-mir-582-5p	MIMAT0003247	hsa-miR-582-5p
HSA-MIR-582-3P	hsa-mir-582-3p	MIMAT0004797	hsa-miR-582-3p
HSA-MIR-9-5P	hsa-mir-9-5p	MIMAT0000441	hsa-miR-9-5p
HSA-MIR-874-5P	hsa-mir-874-5p	MIMAT0026718	hsa-miR-874-5p
HSA-MIR-584-5P	hsa-mir-584-5p	MIMAT0003249	hsa-miR-584-5p
HSA-MIR-584-3P	hsa-mir-584-3p	MIMAT0022708	hsa-miR-584-3p
HSA-MIR-143-5P	hsa-mir-143-5p	MIMAT0004599	hsa-miR-143-5p
HSA-MIR-378A-5P	hsa-mir-378a-5p	MIMAT0000731	hsa-miR-378a-5p
HSA-MIR-378A-3P	hsa-mir-378a-3p	MIMAT0000732	hsa-miR-378a-3p
HSA-MIR-146A-5P	hsa-mir-146a-5p	MIMAT0000449	hsa-miR-146a-5p
HSA-MIR-146A-3P	hsa-mir-146a-3p	MIMAT0004608	hsa-miR-146a-3p
HSA-MIR-1271-5P	hsa-mir-1271-5p	MIMAT0005796	hsa-miR-1271-5p
HSA-MIR-1271-3P	hsa-mir-1271-3p	MIMAT0022712	hsa-miR-1271-3p
HSA-MIR-340-5P	hsa-mir-340-5p	MIMAT0004692	hsa-miR-340-5p
HSA-MIR-340-3P	hsa-mir-340-3p	MIMAT0000750	hsa-miR-340-3p
HSA-MIR-219A-1-3P	hsa-mir-219a-1-3p	MIMAT0004567	hsa-miR-219a-1-3p
HSA-MIR-30C-5P	hsa-mir-30c-5p	MIMAT0000244	hsa-miR-30c-5p
HSA-MIR-30C-2-3P	hsa-mir-30c-2-3p	MIMAT0004550	hsa-miR-30c-2-3p
HSA-MIR-30A-5P	hsa-mir-30a-5p	MIMAT0000087	hsa-miR-30a-5p
HSA-MIR-30A-3P	hsa-mir-30a-3p	MIMAT0000088	hsa-miR-30a-3p
HSA-MIR-3144-5P	hsa-mir-3144-5p	MIMAT0015014	hsa-miR-3144-5p
HSA-MIR-3144-3P	hsa-mir-3144-3p	MIMAT0015015	hsa-miR-3144-3p
HSA-MIR-339-5P	hsa-mir-339-5p	MIMAT0000764	hsa-miR-339-5p
HSA-MIR-339-3P	hsa-mir-339-3p	MIMAT0004702	hsa-miR-339-3p
HSA-MIR-589-5P	hsa-mir-589-5p	MIMAT0004799	hsa-miR-589-5p
HSA-MIR-589-3P	hsa-mir-589-3p	MIMAT0003256	hsa-miR-589-3p
HSA-MIR-148A-5P	hsa-mir-148a-5p	MIMAT0004549	hsa-miR-148a-5p
HSA-MIR-148A-3P	hsa-mir-148a-3p	MIMAT0000243	hsa-miR-148a-3p
HSA-MIR-196B-5P	hsa-mir-196b-5p	MIMAT0001080	hsa-miR-196b-5p
HSA-MIR-590-3P	hsa-mir-590-3p	MIMAT0004801	hsa-miR-590-3p
HSA-MIR-1285-3P	hsa-mir-1285-3p	MIMAT0005876	hsa-miR-1285-3p
HSA-MIR-1285-5P	hsa-mir-1285-5p	MIMAT0022719	hsa-miR-1285-5p
HSA-MIR-25-5P	hsa-mir-25-5p	MIMAT0004498	hsa-miR-25-5p
HSA-MIR-25-3P	hsa-mir-25-3p	MIMAT0000081	hsa-miR-25-3p
HSA-MIR-93-5P	hsa-mir-93-5p	MIMAT0000093	hsa-miR-93-5p
HSA-MIR-93-3P	hsa-mir-93-3p	MIMAT0004509	hsa-miR-93-3p
HSA-MIR-106B-5P	hsa-mir-106b-5p	MIMAT0000680	hsa-miR-106b-5p
HSA-MIR-182-5P	hsa-mir-182-5p	MIMAT0000259	hsa-miR-182-5p
HSA-MIR-96-5P	hsa-mir-96-5p	MIMAT0000095	hsa-miR-96-5p
HSA-MIR-335-3P	hsa-mir-335-3p	MIMAT0004703	hsa-miR-335-3p
HSA-MIR-29A-5P	hsa-mir-29a-5p	MIMAT0004503	hsa-miR-29a-5p
HSA-MIR-29A-3P	hsa-mir-29a-3p	MIMAT0000086	hsa-miR-29a-3p
HSA-MIR-29B-1-5P	hsa-mir-29b-1-5p	MIMAT0004514	hsa-miR-29b-1-5p
HSA-MIR-29B-3P	hsa-mir-29b-3p	MIMAT0000100	hsa-miR-29b-3p
HSA-MIR-490-5P	hsa-mir-490-5p	MIMAT0004764	hsa-miR-490-5p
HSA-MIR-671-5P	hsa-mir-671-5p	MIMAT0003880	hsa-miR-671-5p
HSA-MIR-548V	hsa-mir-548v	MIMAT0015020	hsa-miR-548v
HSA-MIR-548A-3P	hsa-mir-548a-3p	MIMAT0003251	hsa-miR-548a-3p
HSA-MIR-548D-5P	hsa-mir-548d-5p	MIMAT0004812	hsa-miR-548d-5p
HSA-MIR-30B-5P	hsa-mir-30b-5p	MIMAT0000420	hsa-miR-30b-5p
HSA-MIR-30B-3P	hsa-mir-30b-3p	MIMAT0004589	hsa-miR-30b-3p
HSA-MIR-30D-5P	hsa-mir-30d-5p	MIMAT0000245	hsa-miR-30d-5p
HSA-MIR-30D-3P	hsa-mir-30d-3p	MIMAT0004551	hsa-miR-30d-3p
HSA-MIR-491-5P	hsa-mir-491-5p	MIMAT0002807	hsa-miR-491-5p
HSA-MIR-876-3P	hsa-mir-876-3p	MIMAT0004925	hsa-miR-876-3p
HSA-MIR-873-5P	hsa-mir-873-5p	MIMAT0004953	hsa-miR-873-5p
HSA-LET-7A-5P	hsa-let-7a-5p	MIMAT0000062	hsa-let-7a-5p
HSA-LET-7F-5P	hsa-let-7f-5p	MIMAT0000067	hsa-let-7f-5p
HSA-LET-7D-3P	hsa-let-7d-3p	MIMAT0004484	hsa-let-7d-3p
HSA-MIR-27B-5P	hsa-mir-27b-5p	MIMAT0004588	hsa-miR-27b-5p
HSA-MIR-3074-5P	hsa-mir-3074-5p	MIMAT0019208	hsa-miR-3074-5p
HSA-MIR-32-5P	hsa-mir-32-5p	MIMAT0000090	hsa-miR-32-5p
HSA-MIR-181B-5P	hsa-mir-181b-5p	MIMAT0000257	hsa-miR-181b-5p
HSA-MIR-199B-5P	hsa-mir-199b-5p	MIMAT0000263	hsa-miR-199b-5p
HSA-MIR-199B-3P	hsa-mir-199b-3p	MIMAT0004563	hsa-miR-199b-3p
HSA-MIR-532-3P	hsa-mir-532-3p	MIMAT0004780	hsa-miR-532-3p
HSA-MIR-188-3P	hsa-mir-188-3p	MIMAT0004613	hsa-miR-188-3p
HSA-MIR-500A-5P	hsa-mir-500a-5p	MIMAT0004773	hsa-miR-500a-5p
HSA-MIR-362-5P	hsa-mir-362-5p	MIMAT0000705	hsa-miR-362-5p
HSA-MIR-660-3P	hsa-mir-660-3p	MIMAT0022711	hsa-miR-660-3p
HSA-MIR-98-5P	hsa-mir-98-5p	MIMAT0000096	hsa-miR-98-5p
HSA-LET-7F-5P	hsa-let-7f-5p	MIMAT0000067	hsa-let-7f-5p
HSA-MIR-4536-5P	hsa-mir-4536-5p	MIMAT0019078	hsa-miR-4536-5p
HSA-MIR-4536-3P	hsa-mir-4536-3p	MIMAT0020959	hsa-miR-4536-3p
HSA-MIR-223-5P	hsa-mir-223-5p	MIMAT0004570	hsa-miR-223-5p
HSA-MIR-374B-3P	hsa-mir-374b-3p	MIMAT0004956	hsa-miR-374b-3p
HSA-MIR-361-3P	hsa-mir-361-3p	MIMAT0004682	hsa-miR-361-3p
HSA-MIR-766-3P	hsa-mir-766-3p	MIMAT0003888	hsa-miR-766-3p
HSA-MIR-766-5P	hsa-mir-766-5p	MIMAT0022714	hsa-miR-766-5p
HSA-MIR-363-5P	hsa-mir-363-5p	MIMAT0003385	hsa-miR-363-5p
HSA-MIR-363-3P	hsa-mir-363-3p	MIMAT0000707	hsa-miR-363-3p
HSA-MIR-92A-3P	hsa-mir-92a-3p	MIMAT0000092	hsa-miR-92a-3p
HSA-MIR-92A-2-5P	hsa-mir-92a-2-5p	MIMAT0004508	hsa-miR-92a-2-5p
HSA-MIR-19B-2-5P	hsa-mir-19b-2-5p	MIMAT0004492	hsa-miR-19b-2-5p
HSA-MIR-20B-5P	hsa-mir-20b-5p	MIMAT0001413	hsa-miR-20b-5p
HSA-MIR-20B-3P	hsa-mir-20b-3p	MIMAT0004752	hsa-miR-20b-3p
HSA-MIR-106A-5P	hsa-mir-106a-5p	MIMAT0000103	hsa-miR-106a-5p
HSA-MIR-106A-3P	hsa-mir-106a-3p	MIMAT0004517	hsa-miR-106a-3p
HSA-MIR-450A-5P	hsa-mir-450a-5p	MIMAT0001545	hsa-miR-450a-5p
HSA-MIR-450A-1-3P	hsa-mir-450a-1-3p	MIMAT0022700	hsa-miR-450a-1-3p
HSA-MIR-450A-5P	hsa-mir-450a-5p	MIMAT0001545	hsa-miR-450a-5p
HSA-MIR-450A-2-3P	hsa-mir-450a-2-3p	MIMAT0031074	hsa-miR-450a-2-3p
HSA-MIR-542-3P	hsa-mir-542-3p	MIMAT0003389	hsa-miR-542-3p
HSA-MIR-503-5P	hsa-mir-503-5p	MIMAT0002874	hsa-miR-503-5p
HSA-MIR-424-5P	hsa-mir-424-5p	MIMAT0001341	hsa-miR-424-5p
